,Hook bolts,,0.00,each x 3 per m x 1.15 x 1.05  waste,,,,,0.00,
,Washers,,0.00,each x 3 per m x 1.15 x 1.05  waste,,,,,0.00,
,Bituminous felt,,0.00,x 3 x1.15 x 1.05 waste,,,,,0.00,
,,,,,,,,,3.09,
,,L,3.09,M,0.00,,,,,
,To roofs in single sheets fixed to purlins tO 45 degree pitch,,,,,,,,,
,Carpenter and Team,,77.28,/ 25 m2 per day,,,,,3.09,
,Endurite,,,/sht / 2.44m2 / sht x 1.15 x 1.05 waste,,,,,0.00,
,Hook bolts,,0.00,each x 3 per m x 1.15 x 1.05  waste,,,,,0.00,
,Washers,,0.00,each x 3 per m x 1.15 x 1.05  waste,,,,,0.00,
,Bituminous felt,,0.00,x 3 x1.15 x 1.05 waste,,,,,0.00,
,,,,,,,,,3.09,
,To roofs in single sheets fixed to purlins tO 45 degree pitch,,,,,,,,,
,Carpenter and Team,,56.17,/ 25 m2 per day,,,,,2.25,
,Endurite,,29.16,/sht / 2.88m2 / sht x 1.15 x 1.05 waste,,,,,12.23,
,Hook bolts,,0.00,each x 3 per m x 1.15 x 1.05  waste,,,,,0.00,
,Washers,,0.00,each x 3 per m x 1.15 x 1.05  waste,,,,,0.00,
,Bituminous felt,,0.00,x 3 x1.15 x 1.05 waste,,,,,0.00,
,,,,,,,,,14.47,
,Labor  only cranking down roof sheets across width of sheets at,,,,,,,,,
,change in roof pitch [approximately 35 degrees],,,/ 150 m per day,,,,,0.00,
,Carpenter and Team,,77.28,/ 25 m2 per day,,,,,3.09,
,,,,,,,,,3.09,
,,L,0.00,M,3.09,,,,,
,Cover flashing at junction of four hip flashings at apex of pyramid roof,,,,,,,,,
,Carpenter and Team,,77.28,/ 25 m2 per day,,,,,3.09,
,,,,,,,,,0.00,
,,,,,,,,,3.09,
,,L,3.09,M,0.00,,,,,
,Cover flashing at junction of three hip flashings at apex of pyramid roof,,,,,,,,,
,Carpenter and Team,,77.28,/ 25 m2 per day,,,,,3.09,
,,,,,,,,,0.00,
,,,,,,,,,3.09,
,,L,3.09,M,0.00,,,,,
,Extra for raking cutting  and waste to chromadek roof sheeting,,,,,,,,,
,Carpenter and Team,,77.28,/ 25 m2 per day,,,,,3.09,
,,,,,,,,,0.00,
,,,,,,,,,3.09,
,,L,3.09,M,0.00,,,,,
,"Hip capping 450 mm girth three times bent along the length ,cut to profile",,,,,,,,,
,of roof sheeting along both edges and fixed with roof sheeting,,,,,,,,,
,Carpenter and Team,,77.28,/ 25 m per day,,,,,3.09,
,,Ridges,30.24,per pair  x 1m/0.8m,,,,,24.19,
,,,,,,,,,27.28,
,,L,3.09,M,24.19,,,,,
,Cover flashing at roof gables circular on elevation to flat sweep,,,,,,,,,
,Carpenter and Team,,77.28,/ 25 m2 per day,,,,,3.09,
,,,,,,,,,0.00,
,,,,,,,,,3.09,
,,L,3.09,M,0.00,,,,,
,"Ridge capping 450 mm girth three times bent along the length, cut to profile ",,,,,,,,,
,of roof sheeting along both edges and fixed with roof sheeting ,,,,,,,,,
,Carpenter and Team,,77.28,/ 25 m2 per day,,,,,3.09,
,Ridges,,30.24,each ,,,,,14.97,
,,,,,,,,,18.06,
,,L,3.09,M,14.97,,,,,
,Clear acrylic roof coverings in single sheets fixed vertically to steel rails,,,,,,,,,
,Carpenter and Team,,77.28,/ 25 m2 per day,,,,,3.09,
,,,,,,,,,0.00,
,,,,,,,,,3.09,
,,L,3.09,M,0.00,,,,,
,Hulabond roof coverings in single sheets fixed vertically to steel rails,,,,,,,,,
,Carpenter and Team,,77.28,/ 25 m2 per day,,,,,3.09,
,,,,,,,,,0.00,
,,,,m,,,,,,
,,,,,,,,,3.09,
,,L,3.09,M,0.00,,,,,
,RAINWATER GOODS,,,,,,,,,
,Flashing not exceeding 200 mm girth.,,,,,,,,,
,Plumber &Team ,,58.96,p day / 30m p d  ,,,,, 1.97 ,
,Flashing including sundries,,3.00,per m x 1.10waste and sundries,,,,, 3.30 ,
,,,,,,,,, 5.27 ,
,L, 1.97 ,M,3.30,,,,,,
,Stepped G.i Flashing exceeding 200 mm girth.,,,,,,,,,
,Plumber &Team ,,58.96,p day / 25m p d  ,,,,, 2.36 ,
,Flashing including sundries,,5.00,per m x 1.10waste and sundries,,,,, 5.50 ,
,,,,,,,,, 7.86 ,
,L, 2.36 ,M,5.50,,,,,,
,Valley flashing,,,,,,,,,
,Plumber &Team ,,58.96,p day / 20m p d  ,,,,, 2.95 ,
,Flashing including sundries,,6.00,per m x 1.10waste and sundries,,,,, 6.60 ,
,,,,,,,,, 9.55 ,
,L, 2.95 ,M,6.60,,,,,,
,Eaves gutter fixed to ends of trusses.,,,,,,,,,
,Plumber &Team ,,58.96,p day / 20m p d  ,,,,, 2.95 ,
,Eaves gutter including  bolts & sundries,,4.00,per m x 1.15waste and sundries,,,,, 4.60 ,
,,,,,,,,, 7.55 ,
,L, 2.95 ,M,4.60,,,,,,
,"Rainwater down pipe fixed 38 mm clear of wall, long shoe",,,,,,,,,
,Labourer,,58.96,p day / 10 No. Per day,,,,, 5.90 ,
,Down pipe,,28.00,per 7m x 1.15waste and sundries,,,,, 4.60 ,
,,,,,,,,, 10.50 ,
,L, 5.90 ,M,4.60,,,,,,
,Extra for internal  angle.,,,,,,,,,
,Labourer,,58.96,p day / 20 p d  ,,,,, 2.95 ,
,Int Angle,,17.19,Each x 1.1 Handling,,,,, 18.91 ,
,,,,,,,,, 21.86 ,
,L, 2.95 ,M,18.91,,,,,,
,Ditto external  angle.,,,,,,,,,
,Labourer,,58.96,p day / 20 p d  ,,,,, 2.95 ,
,Ext Angle,,17.19,Each x 1.1 Handling,,,,, 18.91 ,
,,,,,,,,, 21.86 ,
,L, 2.95 ,M,18.91,,,,,,
,Extra stopped ends.,,,,,,,,,
,Labourer,,58.96,p day / 50 p d  ,,,,, 1.18 ,
,Stopped End,,1.00,Each x 1.1 Handling,,,,, 1.11 ,
,,,,,,,,, 2.29 ,
,L, 1.18 ,M,1.11,,,,,,
,Eaves offset 600mm,,,,,,,,,
,Labourer,,58.96,p day / 25 p d  ,,,,, 2.36 ,
,Eaves offset,,24.00,Each x 1.1 Handling,,,,, 26.40 ,
,,,,,,,,, 28.76 ,
,L, 2.36 ,M,26.40,,,,,,
,Extra for shoe ,,,,,,,,,
,Labourer,,58.96,p day / 15 p d  ,,,,, 3.93 ,
,shoes,,8.00,Each x 1.1 Handling,,,,, 9.20 ,
,,,,,,,,, 13.13 ,
,L, 3.93 ,M,9.20,,,,,,
,Extra for outlet,,,,,,,,,
,Labourer,,58.96,p day / 40 p d  ,,,,, 1.47 ,
,Outlet,,1.00,Each x 1.1 Handling,,,,, 1.00 ,
,,,,,,,,, 2.47 ,
,L, 1.47 ,M,1.00,,,,,,

--- Sheet: Schedule of Building Materials ---
SCHEDULE OF BUILDING MATERIALS,,,,,,
,3/15/25 15:40,,,,,
Description,Supplier, Quantity ,Unit, Rate , Amount ,
Common bricks,, 81 ,thou, 140.00 ," 11,407.35 ",
Face bricks,, 22 ,thou, 300.00 ," 6,678.00 ",
Cement,," 1,946 ",bag, 12.99 ," 25,286.46 ",
19mm concrete stones,, 103 ,m3, 50.00 ," 5,142.72 ",
River sand,, 127 ,m3, 30.00 ," 3,822.21 ",
Pit sand,, 141 ,m3, 30.00 ," 4,236.51 ",
Coal Rubble,, 65 ,m3, 40.00 ," 2,606.80 ",
115mm brickforce,, 47 ,roll, 2.99 , 139.59 ,
230mm brickforce,, 184 ,roll, 3.60 , 661.21 ,
115mm dpc,, 4 ,roll, 3.75 , 16.30 ,
230mm dpc,, 15 ,roll, 7.51 , 111.01 ,
Polythene sheeting- 30m rolls,, 1 ,roll, 118.75 , 111.87 ,
Ant Poison,, 2 ,5 ltrs, 7.77 , 16.84 ,
Meshwire - S193,, 21 ,sheets, 59.51 ," 1,279.20 ",
Galvanised Hoop Irons,, -   ,No,, -   ,
Rainwater Dripstone,, 11 ,No, 6.00 , 63.00 ,
"Carpentry, Joinery and Ironmongery",,,,,,
Airvents- Internal,, 78 ,No., 0.57 , 44.68 ,
Airvents- External,, 78 ,No., 0.75 , 58.08 ,
2 lever locks,, -   ,No, 18.00 , -   ,
3 lever locks,, 44 ,No, 20.00 , 880.00 ,
Rubber Door Stops,, 44 ,No, 1.00 , 44.00 ,
Hollow core flush panel door size 44 x 815 x 2032 internally,, 35 ,No, 29.00 ," 1,015.00 ",
Semi-solid core  flush panel door size 44 x 815 x 2032 internally,, -   ,No, 75.00 , -   ,
Semi-solid core  flush panel door size 44 x 1615 x 2032 internally,, 5 ,No, 165.00 , 825.00 ,
Solid core flush panel door size 44 x 815 x 2032 Externally,, 4 ,No, 164.00 , 656.00 ,
Solid core flush panel door size 44 x 1615 x 2032 Externally,, -   ,No, 361.00 , -   ,
Steel reinforcement for lintols and beams ,Estimate, -   ,kg,, -   ,
Plasterboard ceilings,, 95 ,sheets, 17.50 ," 1,663.58 ",
38 x 38 brandering,," 1,058 ",m, 0.97 ," 1,026.65 ",
38 x 114 mm Wall plate,, 95 ,m, 4.72 , 446.04 ,
38 x 114 mm Sawn Timber,, -   ,m, 4.72 , -   ,
38 x 228 mm Fascia and Barge Boards,, 116 ,m, 12.04 ," 1,390.62 ",
75mm steel nails,, 59 ,kg, 2.80 , 164.64 ,
100 mm Wire nails,, 6 ,kg, 2.80 , 16.94 ,
40 mm Clout nails,, 29 ,kg, 3.87 , 110.53 ,
"3"" Concrete Nails",, -   ,kg, 4.31 , -   ,
"1.5"" Pannel Pins",, -   ,kg, 5.00 , -   ,
Scrim paper,, 10 ,rolls, 5.00 , 49.00 ,
Rhino cornice,, 190 ,length, 7.50 ," 1,421.88 ",
Rhino Covebond,, 20 ,20 kg, 18.50 , 375.78 ,
Rhino Bond,, 35 ,20 kg, 10.00 , 350.00 ,
Coverstrip,, -   ,m,, -   ,
Pine skirting,, -   ,m,, -   ,
Quadrant,, -   ,m,, -   ,
Rhinoset,,165.5,20 kg, 10.92 ," 1,808.09 ",
Tiling,,,,,,
Ceramic Wall tiles,, 210 ,m2, 11.00 ," 2,310.00 ",
Ceramic Floor tiles,, 588 ,m2, 9.75 ," 5,734.18 ",
Tylone adhesive,, 219 ,20kg, 6.00 ," 1,311.00 ",
Tylone grout,, 88 ,5kg, 8.00 , 705.64 ,
Window and door frames,,,,,,
Window type  NDV11,, 8 ,No, 125.00 ," 1,000.00 ",
Window type  NC2F,, 8 ,No, 65.00 , 520.00 ,
Window type ND11,, 5 ,No, 111.00 , 555.00 ,
Window type NC5F,, 2 ,No, 32.00 , 64.00 ,
Window type NDV4,, 2 ,No, 120.00 , 240.00 ,
Window type NC4F,, 1 ,No, 109.00 , 109.00 ,
Window type ND4,, 3 ,No, 106.00 , 318.00 ,
Window type NDV12,, 1 ,No, 130.00 , 130.00 ,
Window type NDV1,, 2 ,No, 41.00 , 82.00 ,
115 mm steel std door frame,, 20 ,No, 44.00 , 880.00 ,
230 mm steel standard door frame,, 19 ,No, 56.00 ," 1,064.00 ",
230mm x 1625 x 2030 double door frame,, 5 ,No, 65.00 , 325.00 ,
115mm x 1625 x 2030 double door frame,,,No, 60.00 , -   ,
Paints,,,,,,
PVA - colour,, 13 ,20ltr, 100.94 ," 1,311.66 ",
Int/external undercoat white-pva,, 12 ,20ltr, 60.03 , 729.18 ,
Ceiling White,, 6 ,20ltr, 62.79 , 404.37 ,
Gloss undercoat white ,, 12 ,5ltr, 41.14 , 492.93 ,
Gloss  white ,, 20 ,5ltr, 41.26 , 824.03 ,
Pinkwood primer,, 10 ,5ltr, 37.73 , 372.41 ,
Red Oxide Primer,, 0 ,5ltr, 32.60 , 4.28 ,
Thinners,, -   ,5ltr, 12.68 , -   ,
Turpentine,, 4 ,5ltr, 14.49 , 64.11 ,
Carboleneum,, -   ,5ltr,, -   ,
3mm clear glass,, 42 ,m2, 7.00 , 294.00 ,
4mm Obscure glass,, 8 ,m2, 16.00 , 134.40 ,
600 x 600 mm Mirror,, 10 ,No, 30.00 , 300.00 ,
Putty,, 37 ,kg, 1.00 , 36.80 ,
,MATERIALS TOTAL,,,," 94,241.54 ",

--- Sheet: Basic Price List ---
,Real building Construction,,,,,,,,
,BASIC PRICE LIST,,,,,,,,
,Description Of Material,Supplier,Unit, Rate ,Date ,Contact Person,Contact No.,E-mail,Physical Adress
,Safety Clothing,,,,,,,,
,Overalls(Polycotton)-Royal Blue Size 44,Halsteds,no, 15.74 ,2/4/12,Trust ,"0773909660,669653-7",sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
,Hard Hats,Halsteds,no, 4.60 ,2/4/12,Trust ,"0773909660,669653-7",sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
,Gumboots,Halsteds,pair, 17.54 ,2/4/12,Trust ,"0773909660,669653-7",sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
,Gloves-P.V.C 26cm,Halsteds,pair, 2.01 ,2/4/12,Trust ,"0773909660,669653-7",sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
,Soap,Halsteds,bar, 1.80 ,2/4/12,Trust ,"0773909660,669653-7",sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
,Petrol,Halsteds,L, 1.40 ,2/4/12,Trust ,"0773909660,669653-7",sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
,Small Tools,,,,,,,,
,Trowel-280 mm Lasher,Halsteds,Each, 4.02 ,2/4/12,,"0773909660,669653-7",sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
,Tyrolean Machine,Halsteds,Each, 16.59 ,2/4/12,,"0773909660,669653-7",sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
,Spirit Level (Ross Box)-1200 mm ,Halsteds,Each, 13.22 ,2/4/12,,"0773909660,669653-7",sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
,900 x 50 mm gum pick handle,Halsteds,Each, 2.69 ,2/4/12,,"0773909660,669653-7",sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
,Wire Brush,Mt Pleasant Hardware,Each, 2.00 ,24/08/2011,,,,
FN ,FOUNDATIONS,,,,,,,,
,Common bricks,Willdale,thou, 140.00 ,2/4/12,Junic,775001678,willdale@pci.co.zw,"Stand 2A, Exibition park, Samora Machel Avenue "
,Face Bricks,Willdale,thou, 300.00 ,2/4/12,Junic,775001678,willdale@pci.co.zw,"Stand 2A, Exibition park, Samora Machel Avenue "
,Cement-P.C 15,Halsteds,bag, 12.99 ,2/4/12,Trust ,"0773909660,669653-7",sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
,19mm concrete stones,Pomona,m3, 50.00 ,25/11/10,,,,
,River sand,Chrisands,m3, 30.00 ,25/11/10,,,,
,Pit sand,Chrisands,m3, 30.00 ,25/11/10,,,,
,Crusher run,Pomona,m3, 40.00 ,25/11/10,,,,
,Ant Poison,Halsteds,5 ltrs, 7.77 ,2/4/12,Trust ,"0773909660,669653-7",sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
,S193 Fabric Mesh Reinfocement (6m x 2.4 x 200 x 200 x 5.6),D.M Cartwright,Sheet, 59.51 ,2/4/12,Tendai,773207634,dmcsteel@africaonline.co.zw,"Orme Road New Adbenie,Southerton"
CRF,REINFORCEMENT,,,,,,,,
,Mild and high tensile steel reinforcement,,,,,,,,
,8 mm Mild steel rods ,D.M Cartwright,Length, 5.31 ,2/4/12,Tendai,773207634,dmcsteel@africaonline.co.zw,"Orme Road New Adbenie,Southerton"
,8 mm High yield round deformed stee bars ,D.M Cartwright,Length, 5.31 ,2/4/12,Tendai,773207634,dmcsteel@africaonline.co.zw,"Orme Road New Adbenie,Southerton"
,10 mm High yield round deformed stee bars  ,D.M Cartwright,Length, 5.52 ,2/4/12,Tendai,773207634,dmcsteel@africaonline.co.zw,"Orme Road New Adbenie,Southerton"
,12 mm High yield round deformed stee bars ,D.M Cartwright,Length, 7.59 ,2/4/12,Tendai,773207634,dmcsteel@africaonline.co.zw,"Orme Road New Adbenie,Southerton"
,30 mm High yield round deformed steel bars ,D.M Cartwright,Length, 53.82 ,2/4/12,Tendai,773207634,dmcsteel@africaonline.co.zw,"Orme Road New Adbenie,Southerton"
,0.4 mm IBR,D.M Cartwright,m, 6.32 ,2/4/12,Tendai,773207634,dmcsteel@africaonline.co.zw,"Orme Road New Adbenie,Southerton"
,Brickforce 115,Halsteds,Roll, 2.99 ,2/4/12,Trust,669653-7,sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
,Brickforce 230,Halsteds,Roll, 3.60 ,2/4/12,Trust,,,
BK,BRICKWORK,,,,,,,,
,230 x 150 internal air vents,Union Hardware,Each, 0.57 ,12/7/11,,,,
,400 x 400 mm Breeze Blocks,Union Hardware,Each, 3.50 ,,,,,
,Bullnose edged brick cills,Beta Bricks,Each, 0.25 ,,,,,
,Galvanised Hoop Irons,,Each, 0.20 ,,,,,
WP,WATERPROOFING,,,,,,,,
,250 Microns thick polythene damp proof membrane,Union Hardware,Roll, 118.75 ,2/4/12,Trust,773909660,,
,'Ruberoid'' bitumen damp proof course suitable for half brickwalls,Halsteds,Roll, 3.75 ,2/4/12,Trust,773909660,,
,'Ruberoid'' bitumen damp proof course suitable for one brickwalls,Halsteds,Roll, 7.51 ,2/4/12,Trust,773909660,,
RC,ROOF COVERINGS AND RAINWATERGOODS,,,,,,,,
,ROOF COVERINGS,,,,,,,,
,Double Roman roof tile- Black,Zimtile,Each, 1.05 ,2/4/12,Nickson,772218769,,"Coner Glenegles and James Martin Roads,Lonchivar"
,Concrete Ridges Black,Zimtile,Each, 3.00 ,2/4/12,Nickson,772218769,,"Coner Glenegles and James Martin Roads,Lonchivar"
,Concrete hip cappings,Beta Tiles,Each, 2.53 ,30/09/11,,,,
,1350 mm wide x 300 mm high mild steel triangular louvred roof ventilator with gauge wire,Halsteds,Each, 100.00 ,23/11/10,,,,
, Asbestos cement roof sheet-2400mm(8ft),Union Hardware,Sheet , 22.68 ,2/4/12,,,,
,Endurite Asbestos roofing Sheet 2700mm(9ft)-34.02kg),Union Hardware,Each, 24.00 ,20/08/2011,,,,
, Asbestos cement roof sheet-3000mm(10Ft),Union Hardware,Sheet , 27.00 ,2/4/12,,,,
, Asbestos cement roof sheet-3600mm(12Ft)-45.85kg),Union Hardware,Sheet , 29.16 ,2/4/12,,,,
, Asbestos cement ridges,Union Hardware,pair, 30.24 ,2/4/12,,,,
,Transluscent sheets,Prodorite,m, 78.00 ,19/08/2011,,,,
,Roof sealer-Flash Harry 5l-Grey,Halsteds,Each, 16.46 ,24/08/2011,,,,
,RAINWATER GOODS,,,,,,,,
,0.6 mm Galvanised sheetmetal,,,,,,,,
,100 x 75 mm Rectangular section Galvanised iron eaves gutter,J.A Doig,m, 4.00 ,28/11/11,,,,
,Gutter brackets,J.A Doig,Each, 1.00 ,28/11/11,,,,
,100 x 75 mm  Galvanised iron downpipes (3000 mm long shoe),J.A Doig,Each, 28.00 ,28/11/11,,,,
,100 x 75 mm  Galvanised iron downpipes (6000 mm long shoe),J.A Doig,Each, 56.00 ,28/11/11,,,,
,Downpipe brackets(holderbats),J.A Doig,Each, 1.00 ,28/11/11,,,,
,Stop ends,J.A Doig,Each, 1.00 ,28/11/11,,,,
,Outlet,J.A Doig,Each, 1.00 ,28/11/11,,,,
,Offset,J.A Doig,Each, 24.00 ,28/11/11,,,,
,Shoes,J.A Doig,Each, 8.00 ,28/11/11,,,,
,External angles,J.A Doig,No, 17.19 ,23/11/10,,,,
,Internal angles,J.A Doig,No, 17.19 ,23/11/10,,,,
,Soildering stick,J.A Doig,No, 10.58 ,23/11/10,,,,
,Spirit of salt(75ml),J.A Doig,No, 13.22 ,23/11/10,,,,
,Salmonia ,J.A Doig,Kg, 23.00 ,23/11/10,,,,
,Silicon,J.A Doig,tube, 13.22 ,23/11/10,,,,
,Wood srews- 40 x 6mm,J.A Doig,Box, 13.22 ,23/11/10,,,,
,6mm Verandah bolts,J.A Doig,Box, 48.93 ,23/11/10,,,,
,Pop rivets- Smallest size,J.A Doig,No, 46.29 ,23/11/10,,,,
,GI Flashing,J.A Doig,m, 3.00 ,24/11/11,,,,
,GI Stepped Flashing,J.A Doig,m, 5.00 ,24/11/11,,,,
,Valley fllashing,J.A Doig,m, 6.00 ,,,,,
"C,JI","CARPENTRY, JOINERY & IRONMONGERY",,,,,,,,
,CARPENTRY,,,,,,,,
,Trusses,,,,,,,,
,Prefabricated roof timber trusses - as per PG timbers quotation (Supply and Fix),PG Timbers,Each,,22/06/11,,,,
,"Take delivery trusses, hoist up and place in position",PG Timbers,Item,,,,,,
,Timber,,,,,,,,
,38 x 38 mm brandering,Halsteds,m, 0.97 ,2/4/12,Kakwenya,,sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
,50 x 50 Pine r/s,Halsteds Timbers,m, 12.99 ,20/07/2011,,,,
,50 x 76 Pine r/s,Halsteds Timbers,m, 12.99 ,20/07/2011,,,,
,38 x 114 mm Sawn softwood wall plate.,Halsted Timbers,m, 4.72 ,2/4/12,Kakwenya,,sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
,38 x 228 mm Wrot softwood Fascia  boards,Halsted Timbers,m, 12.04 ,2/4/12,Kakwenya,,sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
,38 x 76mm pine PAR,Halsted Timbers,m, 2.40 ,2/4/12,Kakwenya,,sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
,38 x 152 mm pine par,Halsteds Timbers,m, 3.79 ,6/10/11,,,,
,JOINERY ,,,,,,,,
,Doors,,,,,,,,
,44 mm Hollow core Internal flush door size 813 x 2032,Halsteds Timbers,Each, 29.00 ,2/4/12,Kakwenya,,sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
,44 mm Semi-solid core Internal  flush door 815 x 2032,Halsteds Timbers,Each, 75.00 ,2/4/12,Kakwenya,,sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
,44 mm  Semi-solid core  External flush door size 1613 x 2032,Halsteds Timbers,Each, 165.00 ,2/4/12,Kakwenya,,sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
,44 mm  Solid- core External flush door 815 x 2032,Halsteds Timbers,Each, 164.00 ,2/4/12,Kakwenya,,sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
,44 mm External solid core flush door size 1613 x 2032,Halsteds Timbers,Each, 361.00 ,2/4/12,Kakwenya,,sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
,44 mm saligna door 815 x 2032,Halsted Timbers,Each, 140.00 ,2/4/12,Kakwenya,,sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
,1 Hr Fire rated door,Halsted Timbers,Each, 650.00 ,2/4/12,Kakwenya,,sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
,Scrim paper (60 mm x 30m),Union Hardware,Roll, 5.00 ,2/4/12,Kakwenya,,sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
,Nails Screws,,,,,,,,
,Clout nails 40 mm,Union Hardware,kg, 3.87 ,2/4/12,Milcah,"754880/1,772538/9,0772496320",sales@union.co.zw,"8 Burnley Road, Workington,Harare"
,"3"" wire nails",Union Hardware,kg, 2.80 ,2/4/12,Milcah,"754880/1,772538/9,0772496320",sales@union.co.zw,"8 Burnley Road, Workington,Harare"
,"4"" wire nails",Union Hardware,kg, 2.80 ,2/4/12,Milcah,"754880/1,772538/9,0772496320",sales@union.co.zw,"8 Burnley Road, Workington,Harare"
,"3"" Concrete nails",Union Hardware,kg, 4.31 ,2/4/12,Milcah,"754880/1,772538/9,0772496320",sales@union.co.zw,"8 Burnley Road, Workington,Harare"
,"1.5""Pannel pins",Union Hardware,kg, 5.00 ,2/4/12,Milcah,"754880/1,772538/9,0772496320",sales@union.co.zw,"8 Burnley Road, Workington,Harare"
,75mm pine skirting,Halsteds,m, 1.16 ,3/4/2009,,,,
,76x50 sw timber,Halsted Timbers,m, 3.62 ,27/03/2012,,,,
,19mm pine quadrant,Halsted Timbers,m, 0.75 ,2/4/12,Kakwenya,,sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
,Boards & Linnings,,,,,,,,
,Plasterboard ceiling sheet- 900 x 3600,Union Hardware,sheet, 17.50 ,2/4/12,Milcah,"754880/1,772538/9,0772496320",sales@union.co.zw,"8 Burnley Road, Workington,Harare"
,Rhinobond(25kg),Union Hardware,Bag, 10.00 ,2/4/12,Milcah,"754880/1,772538/9,0772496320",sales@union.co.zw,"8 Burnley Road, Workington,Harare"
,6mm Bison board 1220 x 2440,Union Hardware,sheet, 17.50 ,2/4/12,Milcah,"754880/1,772538/9,0772496320",sales@union.co.zw,"8 Burnley Road, Workington,Harare"
,Rhino cornice  4.2 m,Union Hardware,m, 7.50 ,2/4/12,Milcah,"754880/1,772538/9,0772496320",sales@union.co.zw,"8 Burnley Road, Workington,Harare"
,12 mm Marine Plywood sheet- 2440 x 1220 mm,Halsted Timbers,each, 140.00 ,5/10/11,,,,
,44 x 9 mm Pine coverstrip ,Halsted Timbers,m, 0.70 ,2/4/12,Kakwenya,,sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
,19 mm Rubber door stops,Halsteds,Each, 1.00 ,12/11/11,,,,
,44mm wire nails,Halsteds,Kg, 4.00 ,5/10/11,,,,
,19mm blockboard 2440 x 1220,Halsteds,sheet, 55.00 ,2/02/2009,,,,
,12 mm Melamine white(2750 x 1830),Halsteds Timbers,Sheet, 140.00 ,2/4/12,Kakwenya,,sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
,12 mm  Marine Plywood(1220 x 2440 mm),Halsteds Timbers,Each, 140.00 ,5/10/11,,,,
,19 mm Marine Plywood(2440 x 1220),Halsteds Timbers,Sheet, 205.00 ,20/07/2011,,,,
,6 mm Bison Board (2440 x 1220),Halsteds Timbers,Sheet, 17.00 ,1/8/11,,,,
,21 mm Saligna Edgelam (2400 x 610)mm,Halsteds Timbers,Each, 38.00 ,18/08/2011,,,,
,IRONMONGERY,,,,,,,,
,2 lever locks,Union Hardware,Each, 18.00 ,2/4/12,Milcah,"754880/1,772538/9,0772496320",sales@union.co.zw,"8 Burnley Road, Workington,Harare"
,3 lever lockset- Yale,Union Hardware,Each, 20.00 ,2/4/12,Milcah,"754880/1,772538/9,0772496320",sales@union.co.zw,"8 Burnley Road, Workington,Harare"
,Chipboard screws,Halsteds Timbers,Pkt, 3.00 ,10/10/11,,,,
,3 Lever cupbord lock 60  mm ,Halsteds,Each, 2.02 ,12/8/11,,,,
,Door closer,Builders Hardware,Each, 184.00 ,10/8/11,,,,
,Union indicator Bolt,Builders Hardware,Each, 26.00 ,10/8/11,,,,
,Estacheon Plate,Builders Hardware,Each, 3.00 ,10/8/11,,,,
,Peg stays inc screws,Halsteds,Each, 1.21 ,7/10/11,,,,
,Window handle LH,Halsteds,Each, 2.01 ,7/10/11,,,,
,Piano Hinges(3.5m)Brass,Halsteds,Each, 7.67 ,19/08/2011,,,,
,Barrel Bolt 100mm Brass,Halsteds,Each, 4.30 ,19/08/2011,,,,
,40mm wood screws,Union Hardware,Kg, 5.00 ,,,,,
,Towel rail bracket(19 mm closed),Halsteds,Each, 3.07 ,30/01/12,,669653-7,sales@halsteds.co.zw,"Cnr Douglas / Lytton Road, Workington,Harare"
MW,METAL WORK,,,,,,,,
